openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,96,6,4,48,38,,4.0,0.020833,risk difference (a minus b),SINGLE+G more often passed through,,,,0.753906,exact binomial,SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,1,96,1
openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,240,1,5,,,234,2.0,-0.809524,rank-biserial,"SINGLE+G lower weighted tardiness on the 6 differing item(s) (5 lower for SINGLE+G, 1 lower for MULTI-G)",0.0000,-2.3152,-1.3886,0.09375,exact sign-flip (n<=100),SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,96,1
openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,96,1,0,0,95,,0.0,0.010417,risk difference (a minus b),MULTI-G more often blocked false,,,,1,exact binomial,MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,96,1
openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,96,6,0,0,90,,0.0,0.062500,risk difference (a minus b),MULTI-G more often blocked correct,,,,0.03125,exact binomial,MULTI-G vs MULTI-UG | mcnemar_catch,12,0.28125,96,1
openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,96,3,19,49,25,,3.0,-0.166667,risk difference (a minus b),MULTI-UG more often passed through,,,,0.000855446,exact binomial,MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,0.00598812,96,0.0650139
openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,240,0,25,,,215,0.0,-1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 25 differing item(s) (25 lower for MULTI-G, 0 lower for MULTI-UG)",0.0000,-261.7768,-38.0753,5.96046e-08,exact sign-flip (n<=100),MULTI-G vs MULTI-UG | wilcoxon_quality,12,5.96046e-07,96,5.30481e-06
deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,96,7,1,0,88,,1.0,0.062500,risk difference (a minus b),SINGLE+G more often blocked false,,,,0.0703125,exact binomial,SINGLE+G vs MULTI-G | mcnemar_false_block,12,0.773438,96,1
deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,96,11,0,0,85,,0.0,0.114583,risk difference (a minus b),SINGLE+G more often blocked correct,,,,0.000976562,exact binomial,SINGLE+G vs MULTI-G | mcnemar_catch,12,0.00683594,96,0.0732422
deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,96,4,0,0,92,,0.0,0.041667,risk difference (a minus b),SINGLE+G more often passed through,,,,0.125,exact binomial,SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,0.875,96,1
deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,240,1,1,,,238,1.0,-0.333333,rank-biserial,"SINGLE+G lower weighted tardiness on the 2 differing item(s) (1 lower for SINGLE+G, 1 lower for MULTI-G)",0.0000,-0.4688,-0.0039,1,exact sign-flip (n<=100),SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,96,1
deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,96,1,0,0,95,,0.0,0.010417,risk difference (a minus b),MULTI-G more often blocked false,,,,1,exact binomial,MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,96,1
deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,96,0,0,0,96,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),MULTI-G vs MULTI-UG | mcnemar_catch,12,1,96,1
deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,96,0,0,0,96,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,1,96,1
deepseek,"DeepSeek V4-Pro (open weights, hosted)",tight,5000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,240,0,0,,,240,,,rank-biserial,identical weighted tardiness on every item,0.0000,,0.0000,1,no non-zero differences,MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,96,1
deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,96,0,0,0,96,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,96,1
deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,96,4,0,0,92,,0.0,0.041667,risk difference (a minus b),SINGLE+G more often blocked correct,,,,0.125,exact binomial,SINGLE+G vs MULTI-G | mcnemar_catch,12,0.625,96,1
deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,96,5,12,18,61,,5.0,-0.072917,risk difference (a minus b),MULTI-G more often passed through,,,,0.143463,exact binomial,SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,0.875,96,1
deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,240,5,4,,,231,15.0,0.333333,rank-biserial,"MULTI-G lower weighted tardiness on the 9 differing item(s) (4 lower for SINGLE+G, 5 lower for MULTI-G)",0.0000,0.5592,0.1922,0.425781,exact sign-flip (n<=100),SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,96,1
deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,96,0,0,0,96,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,96,1
deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,96,0,0,0,96,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),MULTI-G vs MULTI-UG | mcnemar_catch,12,1,96,1
deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,96,30,0,0,66,,0.0,0.312500,risk difference (a minus b),MULTI-G more often passed through,,,,1.86265e-09,exact binomial,MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,2.23517e-08,96,1.76951e-07
deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,240,9,7,,,224,62.0,-0.088235,rank-biserial,"MULTI-G lower weighted tardiness on the 16 differing item(s) (7 lower for MULTI-G, 9 lower for MULTI-UG)",0.0000,0.2156,0.0330,0.771576,exact sign-flip (n<=100),MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,96,1
sonnet,Claude Sonnet 5 (closed),tight,6000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,96,1,4,1,90,,1.0,-0.031250,risk difference (a minus b),MULTI-G more often blocked false,,,,0.375,exact binomial,SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,96,1
sonnet,Claude Sonnet 5 (closed),tight,6000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,96,20,1,6,69,,1.0,0.197917,risk difference (a minus b),SINGLE+G more often blocked correct,,,,2.09808e-05,exact binomial,SINGLE+G vs MULTI-G | mcnemar_catch,12,0.000167847,96,0.00169945
sonnet,Claude Sonnet 5 (closed),tight,6000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,96,17,3,7,69,,3.0,0.145833,risk difference (a minus b),SINGLE+G more often passed through,,,,0.00257683,exact binomial,SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,0.0206146,96,0.190685
sonnet,Claude Sonnet 5 (closed),tight,6000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,240,4,11,,,225,26.0,-0.566667,rank-biserial,"SINGLE+G lower weighted tardiness on the 15 differing item(s) (11 lower for SINGLE+G, 4 lower for MULTI-G)",0.0000,-0.7720,0.0224,0.0541382,exact sign-flip (n<=100),SINGLE+G vs MULTI-G | wilcoxon_quality,12,0.649658,96,1
sonnet,Claude Sonnet 5 (closed),tight,6000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,96,5,0,0,91,,0.0,0.052083,risk difference (a minus b),MULTI-G more often blocked false,,,,0.0625,exact binomial,MULTI-G vs MULTI-UG | mcnemar_false_block,12,0.75,96,1
sonnet,Claude Sonnet 5 (closed),tight,6000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,96,7,0,0,89,,0.0,0.072917,risk difference (a minus b),MULTI-G more often blocked correct,,,,0.015625,exact binomial,MULTI-G vs MULTI-UG | mcnemar_catch,12,0.171875,96,1
sonnet,Claude Sonnet 5 (closed),tight,6000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,96,0,3,10,83,,0.0,-0.031250,risk difference (a minus b),MULTI-UG more often passed through,,,,0.25,exact binomial,MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,1,96,1
sonnet,Claude Sonnet 5 (closed),tight,6000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,240,0,3,,,237,0.0,-1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 3 differing item(s) (3 lower for MULTI-G, 0 lower for MULTI-UG)",0.0000,-428.6500,-14.3605,0.25,exact sign-flip (n<=100),MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,96,1
sonnet,Claude Sonnet 5 (closed),loose,24000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,96,0,0,0,96,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,96,1
sonnet,Claude Sonnet 5 (closed),loose,24000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,96,0,2,2,92,,0.0,-0.020833,risk difference (a minus b),MULTI-G more often blocked correct,,,,0.5,exact binomial,SINGLE+G vs MULTI-G | mcnemar_catch,12,1,96,1
sonnet,Claude Sonnet 5 (closed),loose,24000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,96,5,5,39,47,,5.0,0.000000,risk difference (a minus b),no difference (5 = 5),,,,1,exact binomial,SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,1,96,1
sonnet,Claude Sonnet 5 (closed),loose,24000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,240,2,4,,,234,3.0,-0.714286,rank-biserial,"SINGLE+G lower weighted tardiness on the 6 differing item(s) (4 lower for SINGLE+G, 2 lower for MULTI-G)",0.0000,-0.7660,-0.1795,0.15625,exact sign-flip (n<=100),SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,96,1
sonnet,Claude Sonnet 5 (closed),loose,24000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,96,0,0,0,96,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,96,1
sonnet,Claude Sonnet 5 (closed),loose,24000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,96,4,0,0,92,,0.0,0.041667,risk difference (a minus b),MULTI-G more often blocked correct,,,,0.125,exact binomial,MULTI-G vs MULTI-UG | mcnemar_catch,12,1,96,1
sonnet,Claude Sonnet 5 (closed),loose,24000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,96,4,25,40,27,,4.0,-0.218750,risk difference (a minus b),MULTI-UG more often passed through,,,,0.000103716,exact binomial,MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,0.00103716,96,0.00819355
sonnet,Claude Sonnet 5 (closed),loose,24000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,240,0,27,,,213,0.0,-1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 27 differing item(s) (27 lower for MULTI-G, 0 lower for MULTI-UG)",0.0000,-308.9022,-40.4696,1.49012e-08,exact sign-flip (n<=100),MULTI-G vs MULTI-UG | wilcoxon_quality,12,1.63913e-07,96,1.35601e-06
opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,96,3,0,1,92,,0.0,0.031250,risk difference (a minus b),SINGLE+G more often blocked false,,,,0.25,exact binomial,SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,96,1
opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,96,27,0,3,66,,0.0,0.281250,risk difference (a minus b),SINGLE+G more often blocked correct,,,,1.49012e-08,exact binomial,SINGLE+G vs MULTI-G | mcnemar_catch,12,1.49012e-07,96,1.35601e-06
opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,96,26,3,4,63,,3.0,0.239583,risk difference (a minus b),SINGLE+G more often passed through,,,,1.52364e-05,exact binomial,SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,0.000137128,96,0.00126462
opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,240,6,8,,,226,48.0,-0.085714,rank-biserial,"SINGLE+G lower weighted tardiness on the 14 differing item(s) (8 lower for SINGLE+G, 6 lower for MULTI-G)",0.0000,-0.0492,0.3074,0.796021,exact sign-flip (n<=100),SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,96,1
opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,96,1,0,0,95,,0.0,0.010417,risk difference (a minus b),MULTI-G more often blocked false,,,,1,exact binomial,MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,96,1
opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,96,3,0,0,93,,0.0,0.031250,risk difference (a minus b),MULTI-G more often blocked correct,,,,0.25,exact binomial,MULTI-G vs MULTI-UG | mcnemar_catch,12,1,96,1
opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,96,0,1,7,88,,0.0,-0.010417,risk difference (a minus b),MULTI-UG more often passed through,,,,1,exact binomial,MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,1,96,1
opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,240,0,1,,,239,0.0,-1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 1 differing item(s) (1 lower for MULTI-G, 0 lower for MULTI-UG)",0.0000,-428.6500,-1.7860,1,exact sign-flip (n<=100),MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,96,1
opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,96,0,1,0,95,,0.0,-0.010417,risk difference (a minus b),MULTI-G more often blocked false,,,,1,exact binomial,SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,96,1
opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,96,0,1,0,95,,0.0,-0.010417,risk difference (a minus b),MULTI-G more often blocked correct,,,,1,exact binomial,SINGLE+G vs MULTI-G | mcnemar_catch,12,1,96,1
opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,96,2,2,44,48,,2.0,0.000000,risk difference (a minus b),no difference (2 = 2),,,,1,exact binomial,SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,1,96,1
opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,True,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,240,1,0,,,239,0.0,1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 1 differing item(s) (0 lower for SINGLE+G, 1 lower for MULTI-G)",0.0000,24.2536,0.1011,1,exact sign-flip (n<=100),SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,96,1
opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,96,1,0,0,95,,0.0,0.010417,risk difference (a minus b),MULTI-G more often blocked false,,,,1,exact binomial,MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,96,1
opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,96,1,0,0,95,,0.0,0.010417,risk difference (a minus b),MULTI-G more often blocked correct,,,,1,exact binomial,MULTI-G vs MULTI-UG | mcnemar_catch,12,1,96,1
opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,96,4,23,42,27,,4.0,-0.197917,risk difference (a minus b),MULTI-UG more often passed through,,,,0.000310749,exact binomial,MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,0.00248599,96,0.0239277
opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,True,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,240,0,28,,,212,0.0,-1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 28 differing item(s) (28 lower for MULTI-G, 0 lower for MULTI-UG)",0.0000,-254.6116,-44.3470,7.45058e-09,exact sign-flip (n<=100),MULTI-G vs MULTI-UG | wilcoxon_quality,12,8.9407e-08,96,6.92904e-07
