# generated by code/scripts/tau_cost_rule.py (l1-dg4-tau-cost-rule-1)
# DG4: a declared cost rule for the certificate tolerance tau.
# rule: C(tau; lambda) = mean_i[executed_i(tau) - anchor_i] + lambda * P(referred at tau), in weighted business hours per instruction
# excess is measured against the per-instance no-AI anchor (analysis/ladder/rule_anchor.csv, wwt_bh)
# executed objective is verdict.objective.wwt_original_bh from results/e1_eval_*/proposals.jsonl (the FIXED yardstick: l1guard/guard.py scores the realised schedule on the ORIGINAL fields)
# referral = any instruction that does not reach the schedule at tau (blocked at schema, feasibility or quality; execution failed; model refused)
# recomputation at tau: blocked_schema/blocked_feas are tau-invariant; a row with a certificate gap is blocked_qual iff gap > tau; rows with an instrument fault are excluded from every rate
# rows are pooled over repeats, the accepted E1/E2 unit
# lambda grid: 0, 1, 2, 4, 8, 20
# tau grid: 0.02, 0.05, 0.10, 0.15, 0.20, 0.30, 0.50, 1.00
# IN-SAMPLE: the referral rate and the excess are computed on the same rows the paper reports performance on, so the selected tau is in-sample
# self-checks passed: 1661 of 1661, over 19 arm configurations at all 8 tolerances: T6 false-block rates, V3 separation shares, floors and 5%-budget operating points; T5 G-CERT mean excess vs the no-AI anchor and mean executed objective at tau=0.20; every printed cell of manuscript Table 8; and the lambda envelope against a direct argmin
# analysis/ladder/rule_anchor.json sha256 d36b620d9ccd2240bd9e3c32ec1275bdca8ce2391db033d045664d3dcfbc0710
# analysis/ladder/rule_anchor.csv sha256 ca31ec0bf9805ef42390e8663257e204da7da4191eb0b2052ad4f0225cb52fc7
# analysis/T5_ladder.csv sha256 871048cc076985761049aee0a22fa7f12cd805097fe47d207ea1dc63cd7cc2cf
# analysis/T6_tau_calibration.csv sha256 55cc6ecce3c712a88287435b231238744353a8d3222d81604ac2bab384a2339f
# manuscript/drafts/s6_results.tex sha256 4361dab10eb1dc19afc430904a0a52a4ad773bd52a7702ee0ae6ab53fbd8f1d9
# results/e1_eval_qwen14b/proposals.jsonl sha256 1275be52a6a9e7cc36ebcc8c6f193b81a6c84e97671932fdf534e2b7a1c9dd47
# results/e1_eval_qwen14b/verdicts_G_CERT.jsonl sha256 007f9b7e128b9b40a1c8a6f20e1d7bf0688e7597c9ccf802b3d4603e11d5ff82
# results/e1_eval_qwen14b/verdicts_G_FEAS.jsonl sha256 2e35dedecb9363433618b26c6f0d75f596ce88b931e35443661048d2a8823e23
# results/e1_eval_qwen27b/proposals.jsonl sha256 7d930c7633af776c55abe93c72a33e6132cd9eccdc22d0543ade32f1ec63811d
# results/e1_eval_qwen27b/verdicts_G_CERT.jsonl sha256 34f6a4c8b2b26b38a69a21c1a22d0d0ee7715b2d15a095399aa505c279377d10
# results/e1_eval_qwen27b/verdicts_G_FEAS.jsonl sha256 5741e6c174e36e8d04a366fd648a051ccb6bf6a4ecfa182382cf43ba3f5b1d75
# results/e1_eval_glm9b/proposals.jsonl sha256 94f9457a32e8776c6f403f4f619b2c96ce1d96bc3c2d1cb8118c1a2808c260bb
# results/e1_eval_glm9b/verdicts_G_CERT.jsonl sha256 357ff6582097bd5c6656c14e6c47a6c85b5cb2c699e2206d1f8722ff1f0e6ed4
# results/e1_eval_glm9b/verdicts_G_FEAS.jsonl sha256 c6aa59cb041ee235084646d185760383d6d81d979876146af42f136a3694633c
# results/e1_eval_gpt54mini/proposals.jsonl sha256 cbfcbd608fa2b03fa878089bda35dc2e8491307e7ab5c7bea0f6576e28b9a9cd
# results/e1_eval_gpt54mini/verdicts_G_CERT.jsonl sha256 ab58fe9be34e97572208247ee13fbf9710af6b14f5b0004390faeb4031f1a78d
# results/e1_eval_gpt54mini/verdicts_G_FEAS.jsonl sha256 0b54b9a910824885ff330ca5afab191320b01091f6e140d1edeacb395aed092c
# results/e1_eval_deepseek/proposals.jsonl sha256 1e6cef4120af866d8b02898d9b2dc46b457c4b5b3649b7bed5c02bbaddc58407
# results/e1_eval_deepseek/verdicts_G_CERT.jsonl sha256 5c03ca0b5ae739bd89388dcbcc7226c27e93384508e134dfb2afa6fb7f431208
# results/e1_eval_deepseek/verdicts_G_FEAS.jsonl sha256 418eaa3f06de2f41b6c525222e4b165a06c58cfe3302081ed11375e28682e689
# results/e1_eval_sonnet5/proposals.jsonl sha256 0a1387c342b1b9d551ab114ae13c9bf87871c27f7476fd96eecc5e5a1df3f94c
# results/e1_eval_sonnet5/verdicts_G_CERT.jsonl sha256 87d3ebaefefe7b70915a861cc2f61dd3fb5e7e08df5f83756cf78ce5aa8f102c
# results/e1_eval_sonnet5/verdicts_G_FEAS.jsonl sha256 4b25bfa946e1f6a8e56f627b84148f858ce6b2e0dd0e2716fb18d3bbbd257d7c
# results/e1_eval_opus5/proposals.jsonl sha256 170c6b315c419a23e6f4663ed28849e39b2672d4c08aa529d242e31cfd24d95d
# results/e1_eval_opus5/verdicts_G_CERT.jsonl sha256 2c4a3d99410ce0bc38a8c230ffa3770f8f1fc20d514c732abf4d53d898f77744
# results/e1_eval_opus5/verdicts_G_FEAS.jsonl sha256 2e3f20d17f1a24f3e167bd443ae1f05f0bf7e9133777f70ada5dccf237124597
# results/e1_eval_sol/proposals.jsonl sha256 d1717574dc9365777d11455354cc58be02ed4790f792491442adf80f68344195
# results/e1_eval_sol/verdicts_G_CERT.jsonl sha256 3a06dbde336b05951afd45cf08f609612a095c7a0d1861f68c447e6c7ab16dab
# results/e1_eval_sol/verdicts_G_FEAS.jsonl sha256 e2436e281abdbd80e0702d221a839dc3f2c23b973d64fc2c507ca08c9a58762c
block,arm,model,mode,thinking,in_capability_set,in_table8,tau,n_eligible,n_applied,n_referred,referral_rate,referral_rate_quality_stage,false_block_rate,v3_separation_share,mean_anchor_bh,mean_excess_bh,mean_excess_damage_only_bh,cost_bh_lambda_0,cost_bh_lambda_1,cost_bh_lambda_2,cost_bh_lambda_4,cost_bh_lambda_8,cost_bh_lambda_20,lambda_bh,tau_star_grid,tau_star_grid_tied,tau_star_continuous,tau_star_continuous_plateau_hi,tau_star_grid_damage_only,tau_paper_fb5pct,agrees_with_paper,cost_at_tau_star_grid_bh,cost_at_tau_star_continuous_bh,cost_at_tau_paper_bh,regret_of_paper_tau_bh,cost_at_tau_frozen_020_bh,regret_of_frozen_tau_bh,lambda_lo_bh,lambda_hi_bh,target,target_tau,min_regret_over_lambda_grid_bh,note,benign_prevalence,tau_star_lambda_2,tau_star_lambda_8,tau_star_lambda_20
grid,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,0.15,4000,2980,1020,0.255000,0.114000,0.040000,0.820455,692.0577,-0.6548,0.5319,-0.6548,-0.3998,-0.1448,0.3652,1.3852,4.4452,,,,,,,,,,,,,,,,,,,,,,,,
grid,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,0.20,4000,2998,1002,0.250500,0.109500,0.038750,0.788636,692.0577,-0.3940,0.8036,-0.3940,-0.1435,0.1070,0.6080,1.6100,4.6160,,,,,,,,,,,,,,,,,,,,,,,,
grid,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,0.30,4000,3128,872,0.218000,0.077000,0.012500,0.688636,692.0577,2.6090,3.8111,2.6090,2.8270,3.0450,3.4810,4.3530,6.9690,,,,,,,,,,,,,,,,,,,,,,,,
grid,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,0.50,4000,3215,785,0.196250,0.055250,0.012500,0.500000,692.0577,9.4060,10.6081,9.4060,9.6022,9.7985,10.1910,10.9760,13.3310,,,,,,,,,,,,,,,,,,,,,,,,
grid,openai,"GPT-5.4-mini (closed, budget tier)",M_constrained,-,yes,yes,1.00,4000,3335,665,0.166250,0.025250,0.012500,0.227273,692.0577,21.9149,23.1169,21.9149,22.0811,22.2474,22.5799,23.2449,25.2399,,,,,,,,,,,,,,,,,,,,,,,,
grid,openai,"GPT-5.4-mini (closed, budget tier)",M_free,-,no,no,0.02,4000,114,3886,0.971500,0.020250,0.995625,0.000000,692.0577,0.0000,0.0000,0.0000,0.9715,1.9430,3.8860,7.7720,19.4300,,,,,,,,,,,,,,,,,,,,,,,,
grid,openai,"GPT-5.4-mini (closed, budget tier)",M_free,-,no,no,0.05,4000,152,3848,0.962000,0.010750,0.995625,0.000000,692.0577,0.0000,0.0000,0.0000,0.9620,1.9240,3.8480,7.6960,19.2400,,,,,,,,,,,,,,,,,,,,,,,,
grid,openai,"GPT-5.4-mini (closed, budget tier)",M_free,-,no,no,0.10,4000,175,3825,0.956250,0.005000,0.995000,0.000000,692.0577,0.0011,0.0011,0.0011,0.9574,1.9136,3.8261,7.6511,19.1261,,,,,,,,,,,,,,,,,,,,,,,,
grid,openai,"GPT-5.4-mini (closed, budget tier)",M_free,-,no,no,0.15,4000,184,3816,0.954000,0.002750,0.995000,0.000000,692.0577,0.0011,0.0011,0.0011,0.9551,1.9091,3.8171,7.6331,19.0811,,,,,,,,,,,,,,,,,,,,,,,,
grid,openai,"GPT-5.4-mini (closed, budget tier)",M_free,-,no,no,0.20,4000,184,3816,0.954000,0.002750,0.995000,0.000000,692.0577,0.0011,0.0011,0.0011,0.9551,1.9091,3.8171,7.6331,19.0811,,,,,,,,,,,,,,,,,,,,,,,,
grid,openai,"GPT-5.4-mini (closed, budget tier)",M_free,-,no,no,0.30,4000,195,3805,0.951250,0.000000,0.995000,0.000000,692.0577,0.0011,0.0011,0.0011,0.9524,1.9036,3.8061,7.6111,19.0261,,,,,,,,,,,,,,,,,,,,,,,,
grid,openai,"GPT-5.4-mini (closed, budget tier)",M_free,-,no,no,0.50,4000,195,3805,0.951250,0.000000,0.995000,0.000000,692.0577,0.0011,0.0011,0.0011,0.9524,1.9036,3.8061,7.6111,19.0261,,,,,,,,,,,,,,,,,,,,,,,,
grid,openai,"GPT-5.4-mini (closed, budget tier)",M_free,-,no,no,1.00,4000,195,3805,0.951250,0.000000,0.995000,0.000000,692.0577,0.0011,0.0011,0.0011,0.9524,1.9036,3.8061,7.6111,19.0261,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,default,yes,yes,0.02,4000,2267,1733,0.433250,0.404250,0.343125,1.000000,692.0577,-0.5548,0.0059,-0.5548,-0.1215,0.3117,1.1782,2.9112,8.1102,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,default,yes,yes,0.05,4000,2770,1230,0.307500,0.278500,0.198125,0.986364,692.0577,-0.7531,0.0848,-0.7531,-0.4456,-0.1381,0.4769,1.7069,5.3969,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,default,yes,yes,0.10,4000,3205,795,0.198750,0.169750,0.085625,0.950000,692.0577,-0.7585,0.2739,-0.7585,-0.5597,-0.3610,0.0365,0.8315,3.2165,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,default,yes,yes,0.15,4000,3373,627,0.156750,0.127750,0.040625,0.936364,692.0577,-0.8061,0.3663,-0.8061,-0.6494,-0.4926,-0.1791,0.4479,2.3289,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,default,yes,yes,0.20,4000,3391,609,0.152250,0.123250,0.039375,0.904545,692.0577,-0.5454,0.6380,-0.5454,-0.3931,-0.2409,0.0636,0.6726,2.4996,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,default,yes,yes,0.30,4000,3536,464,0.116000,0.087000,0.013125,0.790909,692.0577,2.9608,4.1492,2.9608,3.0768,3.1928,3.4248,3.8888,5.2808,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,default,yes,yes,0.50,4000,3626,374,0.093500,0.064500,0.013125,0.586364,692.0577,10.5565,11.7448,10.5565,10.6500,10.7435,10.9305,11.3045,12.4265,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,default,yes,yes,1.00,4000,3760,240,0.060000,0.031000,0.013125,0.281818,692.0577,23.5830,24.7714,23.5830,23.6430,23.7030,23.8230,24.0630,24.7830,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,disabled,yes,yes,0.02,4000,2162,1838,0.459500,0.394000,0.351875,0.997727,692.0577,-0.4750,0.0856,-0.4750,-0.0155,0.4440,1.3630,3.2010,8.7150,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,disabled,yes,yes,0.05,4000,2650,1350,0.337500,0.272000,0.206250,0.984091,692.0577,-0.6810,0.1645,-0.6810,-0.3435,-0.0060,0.6690,2.0190,6.0690,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,disabled,yes,yes,0.10,4000,3068,932,0.233000,0.167500,0.096250,0.945455,692.0577,-0.6626,0.3774,-0.6626,-0.4296,-0.1966,0.2694,1.2014,3.9974,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,disabled,yes,yes,0.15,4000,3230,770,0.192500,0.127000,0.051250,0.931818,692.0577,-0.7103,0.4698,-0.7103,-0.5178,-0.3253,0.0597,0.8297,3.1397,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,disabled,yes,yes,0.20,4000,3248,752,0.188000,0.122500,0.050000,0.900000,692.0577,-0.4495,0.7415,-0.4495,-0.2615,-0.0735,0.3025,1.0545,3.3105,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,disabled,yes,yes,0.30,4000,3391,609,0.152250,0.086750,0.023750,0.788636,692.0577,2.9526,4.1485,2.9526,3.1048,3.2571,3.5616,4.1706,5.9976,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,disabled,yes,yes,0.50,4000,3481,519,0.129750,0.064250,0.023750,0.584091,692.0577,10.5482,11.7442,10.5482,10.6779,10.8077,11.0672,11.5862,13.1432,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_constrained,disabled,yes,yes,1.00,4000,3615,385,0.096250,0.030750,0.023750,0.279545,692.0577,23.5748,24.7707,23.5748,23.6710,23.7673,23.9598,24.3448,25.4998,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,default,no,no,0.02,4000,177,3823,0.955750,0.020500,0.283750,0.002273,692.0577,-0.0022,0.0000,-0.0022,0.9535,1.9093,3.8208,7.6438,19.1128,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,default,no,no,0.05,4000,212,3788,0.947000,0.011750,0.282500,0.002273,692.0577,-0.0022,0.0000,-0.0022,0.9448,1.8918,3.7858,7.5738,18.9378,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,default,no,no,0.10,4000,240,3760,0.940000,0.004750,0.281250,0.002273,692.0577,-0.0022,0.0000,-0.0022,0.9378,1.8778,3.7578,7.5178,18.7978,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,default,no,no,0.15,4000,250,3750,0.937500,0.002250,0.280625,0.002273,692.0577,-0.0022,0.0000,-0.0022,0.9353,1.8728,3.7478,7.4978,18.7478,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,default,no,no,0.20,4000,250,3750,0.937500,0.002250,0.280625,0.002273,692.0577,-0.0022,0.0000,-0.0022,0.9353,1.8728,3.7478,7.4978,18.7478,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,default,no,no,0.30,4000,258,3742,0.935500,0.000250,0.280625,0.002273,692.0577,-0.0022,0.0000,-0.0022,0.9333,1.8688,3.7398,7.4818,18.7078,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,default,no,no,0.50,4000,258,3742,0.935500,0.000250,0.280625,0.002273,692.0577,-0.0022,0.0000,-0.0022,0.9333,1.8688,3.7398,7.4818,18.7078,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,default,no,no,1.00,4000,259,3741,0.935250,0.000000,0.280625,0.000000,692.0577,0.1698,0.1720,0.1698,1.1051,2.0403,3.9108,7.6518,18.8748,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,disabled,no,no,0.02,4000,185,3815,0.953750,0.020250,0.243125,0.015909,692.0577,-0.0228,0.0000,-0.0228,0.9309,1.8847,3.7922,7.6072,19.0522,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,disabled,no,no,0.05,4000,210,3790,0.947500,0.014000,0.241250,0.015909,692.0577,-0.0083,0.0145,-0.0083,0.9392,1.8867,3.7817,7.5717,18.9417,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,disabled,no,no,0.10,4000,244,3756,0.939000,0.005500,0.232500,0.015909,692.0577,0.0058,0.0286,0.0058,0.9448,1.8838,3.7618,7.5178,18.7858,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,disabled,no,no,0.15,4000,254,3746,0.936500,0.003000,0.230625,0.015909,692.0577,0.0058,0.0286,0.0058,0.9423,1.8788,3.7518,7.4978,18.7358,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,disabled,no,no,0.20,4000,254,3746,0.936500,0.003000,0.230625,0.015909,692.0577,0.0058,0.0286,0.0058,0.9423,1.8788,3.7518,7.4978,18.7358,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,disabled,no,no,0.30,4000,259,3741,0.935250,0.001750,0.229375,0.015909,692.0577,0.0058,0.0286,0.0058,0.9410,1.8763,3.7468,7.4878,18.7108,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,disabled,no,no,0.50,4000,260,3740,0.935000,0.001500,0.229375,0.013636,692.0577,0.0361,0.0589,0.0361,0.9711,1.9061,3.7761,7.5161,18.7361,,,,,,,,,,,,,,,,,,,,,,,,
grid,opus,"Claude Opus 5 (closed, flagship)",M_free,disabled,no,no,1.00,4000,264,3736,0.934000,0.000500,0.229375,0.004545,692.0577,0.6522,0.6750,0.6522,1.5862,2.5202,4.3882,8.1242,19.3322,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_constrained,-,yes,yes,0.02,6000,2991,3009,0.501500,0.375167,0.346667,0.936364,692.0577,-0.4053,0.4120,-0.4053,0.0962,0.5977,1.6007,3.6067,9.6247,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_constrained,-,yes,yes,0.05,6000,3656,2344,0.390667,0.264333,0.196667,0.918182,692.0577,-0.7426,0.5348,-0.7426,-0.3519,0.0388,0.8201,2.3828,7.0708,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_constrained,-,yes,yes,0.10,6000,4217,1783,0.297167,0.170833,0.090417,0.863636,692.0577,-0.5727,0.9957,-0.5727,-0.2756,0.0216,0.6159,1.8046,5.3706,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_constrained,-,yes,yes,0.15,6000,4447,1553,0.258833,0.132500,0.045000,0.854545,692.0577,-0.5082,1.1991,-0.5082,-0.2494,0.0094,0.5271,1.5624,4.6684,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_constrained,-,yes,yes,0.20,6000,4483,1517,0.252833,0.126500,0.043750,0.822727,692.0577,-0.0670,1.6513,-0.0670,0.1859,0.4387,0.9444,1.9557,4.9897,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_constrained,-,yes,yes,0.30,6000,4702,1298,0.216333,0.090000,0.015000,0.718182,692.0577,3.6266,5.3471,3.6266,3.8429,4.0592,4.4919,5.3572,7.9532,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_constrained,-,yes,yes,0.50,6000,4843,1157,0.192833,0.066500,0.012500,0.518182,692.0577,11.1832,12.9037,11.1832,11.3760,11.5688,11.9545,12.7258,15.0398,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_constrained,-,yes,yes,1.00,6000,5043,957,0.159500,0.033167,0.009167,0.231818,692.0577,25.7855,27.5061,25.7855,25.9450,26.1045,26.4235,27.0615,28.9755,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_free,-,no,no,0.02,6000,301,5699,0.949833,0.026833,0.996667,0.000000,692.0577,0.0000,0.0000,0.0000,0.9498,1.8997,3.7993,7.5987,18.9967,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_free,-,no,no,0.05,6000,352,5648,0.941333,0.018333,0.995417,0.000000,692.0577,0.0000,0.0000,0.0000,0.9413,1.8827,3.7653,7.5307,18.8267,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_free,-,no,no,0.10,6000,414,5586,0.931000,0.008000,0.994167,0.000000,692.0577,0.0000,0.0000,0.0000,0.9310,1.8620,3.7240,7.4480,18.6200,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_free,-,no,no,0.15,6000,438,5562,0.927000,0.004000,0.992917,0.000000,692.0577,0.0000,0.0000,0.0000,0.9270,1.8540,3.7080,7.4160,18.5400,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_free,-,no,no,0.20,6000,438,5562,0.927000,0.004000,0.992917,0.000000,692.0577,0.0000,0.0000,0.0000,0.9270,1.8540,3.7080,7.4160,18.5400,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_free,-,no,no,0.30,6000,462,5538,0.923000,0.000000,0.992917,0.000000,692.0577,0.0000,0.0000,0.0000,0.9230,1.8460,3.6920,7.3840,18.4600,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_free,-,no,no,0.50,6000,462,5538,0.923000,0.000000,0.992917,0.000000,692.0577,0.0000,0.0000,0.0000,0.9230,1.8460,3.6920,7.3840,18.4600,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3-14b,"Qwen3-14B (open, local, BF16)",M_free,-,no,no,1.00,6000,462,5538,0.923000,0.000000,0.992917,0.000000,692.0577,0.0000,0.0000,0.0000,0.9230,1.8460,3.6920,7.3840,18.4600,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_constrained,-,yes,yes,0.02,6000,3038,2962,0.493667,0.363500,0.349583,0.969697,692.0577,-0.3335,0.2286,-0.3335,0.1602,0.6539,1.6412,3.6159,9.5399,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_constrained,-,yes,yes,0.05,6000,3705,2295,0.382500,0.252333,0.207083,0.956061,692.0577,-0.5147,0.3297,-0.5147,-0.1322,0.2503,1.0153,2.5453,7.1353,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_constrained,-,yes,yes,0.10,6000,4264,1736,0.289333,0.159167,0.101250,0.910606,692.0577,-0.4756,0.5668,-0.4756,-0.1863,0.1030,0.6817,1.8390,5.3110,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_constrained,-,yes,yes,0.15,6000,4486,1514,0.252333,0.122167,0.056250,0.901515,692.0577,-0.3912,0.7912,-0.3912,-0.1389,0.1134,0.6181,1.6274,4.6554,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_constrained,-,yes,yes,0.20,6000,4513,1487,0.247833,0.117667,0.055000,0.869697,692.0577,-0.1305,1.0629,-0.1305,0.1174,0.3652,0.8609,1.8522,4.8262,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_constrained,-,yes,yes,0.30,6000,4714,1286,0.214333,0.084167,0.028750,0.765152,692.0577,3.0575,4.2559,3.0575,3.2718,3.4862,3.9148,4.7722,7.3442,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_constrained,-,yes,yes,0.50,6000,4841,1159,0.193167,0.063000,0.028750,0.572727,692.0577,10.1314,11.3298,10.1314,10.3246,10.5178,10.9041,11.6768,13.9948,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_constrained,-,yes,yes,1.00,6000,5045,955,0.159167,0.029000,0.028750,0.263636,692.0577,23.2901,24.4885,23.2901,23.4493,23.6084,23.9268,24.5634,26.4734,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_free,-,no,no,0.02,6000,420,5580,0.930000,0.037000,1.000000,0.000000,692.0577,0.0000,0.0000,0.0000,0.9300,1.8600,3.7200,7.4400,18.6000,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_free,-,no,no,0.05,6000,522,5478,0.913000,0.020000,1.000000,0.000000,692.0577,0.0000,0.0000,0.0000,0.9130,1.8260,3.6520,7.3040,18.2600,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_free,-,no,no,0.10,6000,588,5412,0.902000,0.009000,1.000000,0.000000,692.0577,0.0000,0.0000,0.0000,0.9020,1.8040,3.6080,7.2160,18.0400,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_free,-,no,no,0.15,6000,621,5379,0.896500,0.003500,1.000000,0.000000,692.0577,0.0000,0.0000,0.0000,0.8965,1.7930,3.5860,7.1720,17.9300,,,,,,,,,,,,,,,,,,,,,,,,
grid,qwen3.6-27b-fp8,"Qwen3.6-27B-FP8 (open, local, quantized)",M_free,-,no,no,0.20,6000,621,5379,0.896500,0.003500,1.000000,0.000000,692.0577,0.0000,0.0000,0.0000,0.8965,1.7930,3.5860,7.1720,17.9300,,,,,,,,,,,,,,,,,,,,,,,,
