formal,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,40,1,7,4,28,,1.0,-0.150000,risk difference (a minus b),MULTI-G more often passed through,,,,0.0703125,exact binomial,formal | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,0.492188,,
formal,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,98,0,2,,,96,0.0,-1.000000,rank-biserial,"SINGLE+G lower weighted tardiness on the 2 differing item(s) (2 lower for SINGLE+G, 0 lower for MULTI-G)",0.0000,-17.1244,-0.3495,0.5,exact sign-flip (n<=100),formal | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
formal,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,40,0,0,0,40,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),formal | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
formal,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,40,0,0,0,40,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),formal | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
formal,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,40,11,0,0,29,,0.0,0.275000,risk difference (a minus b),MULTI-G more often passed through,,,,0.000976562,exact binomial,formal | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,0.0117188,,
formal,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,98,2,1,,,95,2.0,0.333333,rank-biserial,"MULTI-UG lower weighted tardiness on the 3 differing item(s) (1 lower for MULTI-G, 2 lower for MULTI-UG)",0.0000,0.7720,0.3364,0.75,exact sign-flip (n<=100),formal | MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,,
formal,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,40,0,1,1,38,,0.0,-0.025000,risk difference (a minus b),MULTI-G more often blocked false,,,,1,exact binomial,formal | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
formal,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,40,10,0,2,28,,0.0,0.250000,risk difference (a minus b),SINGLE+G more often blocked correct,,,,0.00195312,exact binomial,formal | SINGLE+G vs MULTI-G | mcnemar_catch,12,0.0195312,,
formal,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,40,7,0,3,30,,0.0,0.175000,risk difference (a minus b),SINGLE+G more often passed through,,,,0.015625,exact binomial,formal | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,0.171875,,
formal,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,98,0,4,,,94,0.0,-1.000000,rank-biserial,"SINGLE+G lower weighted tardiness on the 4 differing item(s) (4 lower for SINGLE+G, 0 lower for MULTI-G)",0.0000,-1.0260,-0.0470,0.125,exact sign-flip (n<=100),formal | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
formal,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,40,2,0,0,38,,0.0,0.050000,risk difference (a minus b),MULTI-G more often blocked false,,,,0.5,exact binomial,formal | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
formal,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,40,2,0,0,38,,0.0,0.050000,risk difference (a minus b),MULTI-G more often blocked correct,,,,0.5,exact binomial,formal | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
formal,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,40,0,0,3,37,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),formal | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,1,,
formal,sonnet,Claude Sonnet 5 (closed),tight,6000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,98,0,0,,,98,,,rank-biserial,identical weighted tardiness on every item,0.0000,,0.0000,1,no non-zero differences,formal | MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,,
formal,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,40,0,0,0,40,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),formal | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
formal,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,40,0,2,1,37,,0.0,-0.050000,risk difference (a minus b),MULTI-G more often blocked correct,,,,0.5,exact binomial,formal | SINGLE+G vs MULTI-G | mcnemar_catch,12,1,,
formal,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,40,4,1,17,18,,1.0,0.075000,risk difference (a minus b),SINGLE+G more often passed through,,,,0.375,exact binomial,formal | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,1,,
formal,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,98,0,1,,,97,0.0,-1.000000,rank-biserial,"SINGLE+G lower weighted tardiness on the 1 differing item(s) (1 lower for SINGLE+G, 0 lower for MULTI-G)",0.0000,-0.7720,-0.0079,1,exact sign-flip (n<=100),formal | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
formal,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,40,0,0,0,40,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),formal | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
formal,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,40,3,0,0,37,,0.0,0.075000,risk difference (a minus b),MULTI-G more often blocked correct,,,,0.25,exact binomial,formal | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
formal,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,40,2,11,16,11,,2.0,-0.225000,risk difference (a minus b),MULTI-UG more often passed through,,,,0.0224609,exact binomial,formal | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,0.202148,,
formal,sonnet,Claude Sonnet 5 (closed),loose,24000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,98,0,11,,,87,0.0,-1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 11 differing item(s) (11 lower for MULTI-G, 0 lower for MULTI-UG)",0.0000,-483.1840,-41.7427,0.000976562,exact sign-flip (n<=100),formal | MULTI-G vs MULTI-UG | wilcoxon_quality,12,0.0117188,,
formal,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,40,2,0,1,37,,0.0,0.050000,risk difference (a minus b),SINGLE+G more often blocked false,,,,0.5,exact binomial,formal | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
formal,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,40,12,0,1,27,,0.0,0.300000,risk difference (a minus b),SINGLE+G more often blocked correct,,,,0.000488281,exact binomial,formal | SINGLE+G vs MULTI-G | mcnemar_catch,12,0.00537109,,
formal,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,40,11,3,0,26,,3.0,0.200000,risk difference (a minus b),SINGLE+G more often passed through,,,,0.057373,exact binomial,formal | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,0.458984,,
formal,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,98,1,2,,,95,3.0,0.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 3 differing item(s) (2 lower for SINGLE+G, 1 lower for MULTI-G)",0.0000,-1.2800,0.3075,1,exact sign-flip (n<=100),formal | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
formal,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,40,1,0,0,39,,0.0,0.025000,risk difference (a minus b),MULTI-G more often blocked false,,,,1,exact binomial,formal | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
formal,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,40,1,0,0,39,,0.0,0.025000,risk difference (a minus b),MULTI-G more often blocked correct,,,,1,exact binomial,formal | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
formal,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,40,0,0,3,37,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),formal | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,1,,
formal,opus,"Claude Opus 5 (closed, flagship)",tight,6500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,98,0,0,,,98,,,rank-biserial,identical weighted tardiness on every item,0.0000,,0.0000,1,no non-zero differences,formal | MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,,
formal,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,40,0,0,0,40,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),formal | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
formal,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,40,0,1,0,39,,0.0,-0.025000,risk difference (a minus b),MULTI-G more often blocked correct,,,,1,exact binomial,formal | SINGLE+G vs MULTI-G | mcnemar_catch,12,1,,
formal,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,40,1,0,19,20,,0.0,0.025000,risk difference (a minus b),SINGLE+G more often passed through,,,,1,exact binomial,formal | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,1,,
formal,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,98,1,0,,,97,0.0,1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 1 differing item(s) (0 lower for SINGLE+G, 1 lower for MULTI-G)",0.0000,24.2536,0.2475,1,exact sign-flip (n<=100),formal | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
formal,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,40,0,0,0,40,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),formal | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
formal,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,40,1,0,0,39,,0.0,0.025000,risk difference (a minus b),MULTI-G more often blocked correct,,,,1,exact binomial,formal | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
formal,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,40,3,9,16,12,,3.0,-0.150000,risk difference (a minus b),MULTI-UG more often passed through,,,,0.145996,exact binomial,formal | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,1,,
formal,opus,"Claude Opus 5 (closed, flagship)",loose,26000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,98,0,10,,,88,0.0,-1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 10 differing item(s) (10 lower for MULTI-G, 0 lower for MULTI-UG)",0.0000,-492.1320,-40.7732,0.00195312,exact sign-flip (n<=100),formal | MULTI-G vs MULTI-UG | wilcoxon_quality,12,0.0175781,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,29,1,0,0,28,,0.0,0.034483,risk difference (a minus b),SINGLE+G more often blocked false,,,,1,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,29,15,0,0,14,,0.0,0.517241,risk difference (a minus b),SINGLE+G more often blocked correct,,,,6.10352e-05,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_catch,12,0.000732422,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,29,7,0,0,22,,0.0,0.241379,risk difference (a minus b),SINGLE+G more often passed through,,,,0.015625,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,0.171875,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,73,0,4,,,69,0.0,-1.000000,rank-biserial,"SINGLE+G lower weighted tardiness on the 4 differing item(s) (4 lower for SINGLE+G, 0 lower for MULTI-G)",0.0000,-4.8082,-0.2628,0.125,exact sign-flip (n<=100),terse | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,1,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",tight,4500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,73,0,0,,,73,,,rank-biserial,identical weighted tardiness on every item,0.0000,,0.0000,1,no non-zero differences,terse | MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,29,0,0,1,28,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,29,0,0,1,28,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | SINGLE+G vs MULTI-G | mcnemar_catch,12,1,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,29,1,3,9,16,,1.0,-0.068966,risk difference (a minus b),MULTI-G more often passed through,,,,0.625,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,1,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,73,0,5,,,68,0.0,-1.000000,rank-biserial,"SINGLE+G lower weighted tardiness on the 5 differing item(s) (5 lower for SINGLE+G, 0 lower for MULTI-G)",0.0000,-4.5664,-1.4094,0.0625,exact sign-flip (n<=100),terse | SINGLE+G vs MULTI-G | wilcoxon_quality,12,0.75,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,29,1,0,0,28,,0.0,0.034483,risk difference (a minus b),MULTI-G more often blocked false,,,,1,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,29,1,0,0,28,,0.0,0.034483,risk difference (a minus b),MULTI-G more often blocked correct,,,,1,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,29,1,11,11,6,,1.0,-0.344828,risk difference (a minus b),MULTI-UG more often passed through,,,,0.00634766,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,0.0761719,,
terse,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,73,0,10,,,63,0.0,-1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 10 differing item(s) (10 lower for MULTI-G, 0 lower for MULTI-UG)",0.0000,-285.1895,-36.5969,0.00195312,exact sign-flip (n<=100),terse | MULTI-G vs MULTI-UG | wilcoxon_quality,12,0.0234375,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",tight,3500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",tight,3500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,29,5,0,0,24,,0.0,0.172414,risk difference (a minus b),SINGLE+G more often blocked correct,,,,0.0625,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_catch,12,0.5625,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",tight,3500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,29,7,0,0,22,,0.0,0.241379,risk difference (a minus b),SINGLE+G more often passed through,,,,0.015625,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,0.171875,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",tight,3500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,73,1,5,,,67,3.0,-0.714286,rank-biserial,"SINGLE+G lower weighted tardiness on the 6 differing item(s) (5 lower for SINGLE+G, 1 lower for MULTI-G)",0.0000,-4.8082,-0.5013,0.15625,exact sign-flip (n<=100),terse | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",tight,3500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",tight,3500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_catch,12,1,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",tight,3500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,29,0,0,0,29,,,0.000000,risk difference (a minus b),no difference (0 = 0),,,,1,exact (no discordant pairs),terse | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,1,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",tight,3500,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,73,0,0,,,73,,,rank-biserial,identical weighted tardiness on every item,0.0000,,0.0000,1,no non-zero differences,terse | MULTI-G vs MULTI-UG | wilcoxon_quality,12,1,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,29,0,1,1,27,,0.0,-0.034483,risk difference (a minus b),MULTI-G more often blocked false,,,,1,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,29,0,4,2,23,,0.0,-0.137931,risk difference (a minus b),MULTI-G more often blocked correct,,,,0.125,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_catch,12,0.875,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_violation_passthrough,the 96 labelled violations,29,2,0,12,15,,0.0,0.068966,risk difference (a minus b),SINGLE+G more often passed through,,,,0.5,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_violation_passthrough,12,1,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,wilcoxon_quality,all 240 items,73,0,0,,,73,,,rank-biserial,identical weighted tardiness on every item,0.0000,,0.0000,1,no non-zero differences,terse | SINGLE+G vs MULTI-G | wilcoxon_quality,12,1,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_false_block,the 96 matched benign twins,29,2,0,0,27,,0.0,0.068966,risk difference (a minus b),MULTI-G more often blocked false,,,,0.5,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_false_block,12,1,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_catch,the 96 labelled violations,29,6,0,0,23,,0.0,0.206897,risk difference (a minus b),MULTI-G more often blocked correct,,,,0.03125,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_catch,12,0.375,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,mcnemar_violation_passthrough,the 96 labelled violations,29,0,8,12,9,,0.0,-0.275862,risk difference (a minus b),MULTI-UG more often passed through,,,,0.0078125,exact binomial,terse | MULTI-G vs MULTI-UG | mcnemar_violation_passthrough,12,0.0859375,,
terse,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,r0,False,MULTI-G vs MULTI-UG,MULTI-G,MULTI-UG,wilcoxon_quality,all 240 items,73,0,9,,,64,0.0,-1.000000,rank-biserial,"MULTI-G lower weighted tardiness on the 9 differing item(s) (9 lower for MULTI-G, 0 lower for MULTI-UG)",0.0000,-227.6312,-29.4143,0.00390625,exact sign-flip (n<=100),terse | MULTI-G vs MULTI-UG | wilcoxon_quality,12,0.03125,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",tight,4500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_false_block,the 96 matched benign twins,29,1,0,0,28,,0.0,0.034483,risk difference (a minus b),SINGLE+G more often blocked false,,,,1,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_false_block,12,1,,
terse,openai,"GPT-5.4-mini (closed, budget tier)",tight,4500,r0,False,SINGLE+G vs MULTI-G,SINGLE+G,MULTI-G,mcnemar_catch,the 96 labelled violations,29,12,1,2,14,,1.0,0.379310,risk difference (a minus b),SINGLE+G more often blocked correct,,,,0.00341797,exact binomial,terse | SINGLE+G vs MULTI-G | mcnemar_catch,12,0.0375977,,
