# generated 2026-08-14 18:49:54 +0800 by e3_intervals.py (l1-dg6-intervals-1)
# paired bootstrap: 20000 resamples, numpy default_rng seeded [20260814, cell index]; percentile intervals
# second interval: Newcombe (1998) method 10 for paired proportions (MOVER over two Wilson intervals with the observed phi)
# third interval: cluster bootstrap resampling whole scheduling instances
# self-check: the 18 loose-budget and 18 tight-budget 2x2 tables are rebuilt from results/e3_replay_*/verdicts.jsonl and asserted cell for cell against analysis/E8_adjudication.csv; the exact McNemar p-values, the Wilcoxon p-values, the Holm corrections and the published minima are recomputed rather than read
# /home/ziheng/PaperL1/results/e3_replay_qwen14b/verdicts.jsonl sha256 68d598fcab8bb6aff9bd83e73f4548df1bc7bef426a07bd1f048de59ffc2f37f
# /home/ziheng/PaperL1/results/e3_replay_qwen27b/verdicts.jsonl sha256 73aa56d7e1e552278b0561b3fa26a7b10e0407a9e9ec6e0de3ea880e0517ad77
# /home/ziheng/PaperL1/results/e3_replay_openai/verdicts.jsonl sha256 2009fa24a47dc0efe3afc2ed38edd039eb0b8b43b675337ae5acd718e0139028
# /home/ziheng/PaperL1/results/e3_replay_deepseek/verdicts.jsonl sha256 dcab33a1e04f1d7116ae5cf7c751aeaf5d5a5523ca023042926057b56b2fc61f
# /home/ziheng/PaperL1/results/e3_replay_sonnet/verdicts.jsonl sha256 8d7487aa2976b619ee9a019f2259b84b03d8937f48b559d0aee21d761ed4ee96
# /home/ziheng/PaperL1/results/e3_replay_opus/verdicts.jsonl sha256 f0d25bb6a6c3ea1c797525473724344e06f04fdb59c5fbbb738aa95c4627eb19
# /home/ziheng/PaperL1/analysis/E8_adjudication.csv sha256 be62fba9aa805e786cf6048ab5d15e937ef22b9b2087d7f810d75a1fe65554e0
# end-task quality: suite sha256 0a0b471f4d04ba035dd12388c919c75a9b7aee6db52bf153f6295f185530908a
# end-task quality: adjustment schema sha256 1115fa83d8910ed18a4fa1a421e80aaf4629f4c91fc22f83c81ba32c3fa39321
# end-task quality: e3_analyze reconciliation 7533/7533 passed
# end-task quality is recomputed by e3_analyze.load_arm / evaluate_rows / build_entries (the guard re-evaluation), because wwt_original_bh is not in results/e3_replay_*/verdicts.jsonl
# margins: 5.0 pp is the primary binary margin and 10.0 bh the primary quality margin; both are set at roughly a quarter of the effect the guard itself produces on the same items at the same budget (MULTI-G vs MULTI-UG, loose): 17.7 to 25.0 pp on violation pass-through and 36.8 to 44.3 bh on mean per-item quality, over the five arms whose unguarded variant emits executable proposals
contrast,arm,model,budget_level,budget_tokens,outcome,outcome_scale,better_direction,unit,n_units,n_clusters,a_only,b_only,both,neither,n_discordant,rate_single_g,rate_multi_g,estimate,boot_ci95_lo,boot_ci95_hi,boot_ci90_lo,boot_ci90_hi,newcombe_ci95_lo,newcombe_ci95_hi,newcombe_ci90_lo,newcombe_ci90_hi,newcombe_phi,cluster_ci95_lo,cluster_ci95_hi,cluster_ci90_lo,cluster_ci90_hi,cluster_vs_iid_max_abs_gap,e8_effect_size,e8_p_raw,e8_p_holm_family,e8_p_holm_agent_layer,e8_direction,favours,margin_primary,tost_verdict_primary,tost_p_boot_primary,tost_p_wald_primary,verdict_margin_low,verdict_margin_mid,verdict_margin_high,min_onedir_discordant_for_sig_alpha05,min_onedir_discordant_for_sig_holm12,min_onedir_discordant_for_sig_holm96,min_onedir_discordant_for_sig_holm96realised,sig_attainable_alpha05,sig_attainable_holm12,sig_attainable_holm96,sig_attainable_holm96realised,mdes80_alpha05_bestcase,mdes80_holm12_bestcase,mdes80_holm96_bestcase,mdes80_holm96realised_bestcase,holm_realised_alpha,mdes80_alpha05_at_observed_discordance,mdes80_holm96_at_observed_discordance
SINGLE+G vs MULTI-G,opus,"Claude Opus 5 (closed, flagship)",tight,6500,catch,pp,higher is better,the 96 labelled violations,96,52,26,0,4,66,26,31.2500,4.1667,27.0833,18.7500,36.4583,19.7917,34.3750,18.3773,36.4565,19.7883,34.8903,0.3093,18.3673,35.7910,19.7674,34.3137,0.6674,0.2708,2.98023e-08,2.98023e-07,2.68221e-06,SINGLE+G more often blocked correct,SINGLE+G,5.0000,equivalence refuted,1,0.999999,equivalence refuted,equivalence refuted,equivalence refuted,6,9,12,12,True,True,True,True,8.1107,11.6441,15.0861,15.0861,0.000666667,15.3351,21.8373
SINGLE+G vs MULTI-G,opus,"Claude Opus 5 (closed, flagship)",tight,6500,passthrough,pp,lower is better,the 96 labelled violations,96,52,26,2,4,64,28,31.2500,6.2500,25.0000,15.6250,34.3750,16.6667,33.3333,15.3335,34.7513,16.9229,33.1588,0.1973,17.3913,32.6531,18.6275,31.4815,1.9608,0.2500,3.03239e-06,3.03239e-05,0.000257753,SINGLE+G more often passed through,MULTI-G,5.0000,equivalence refuted,1,0.999979,equivalence refuted,equivalence refuted,equivalence refuted,6,9,12,12,True,True,True,True,8.1107,11.6441,15.0861,15.0861,0.000666667,15.9400,22.8544
SINGLE+G vs MULTI-G,opus,"Claude Opus 5 (closed, flagship)",tight,6500,quality_mean_bh,bh,lower is better,all 240 items (mean per-item paired difference in weighted business hours),240,55,,,,,14,,,0.3074,-0.2667,1.1595,-0.2034,0.9873,,,,,,-0.2958,1.1719,-0.2262,0.9984,0.0292,-0.0857,0.796021,1,1,"SINGLE+G lower weighted tardiness on the 14 differing item(s) (8 lower for SINGLE+G, 6 lower for MULTI-G)",MULTI-G,10.0000,equivalence established,0,,equivalence established,equivalence established,equivalence established,6,9,12,12,True,True,True,True,,,,,0.000666667,,
SINGLE+G vs MULTI-G,opus,"Claude Opus 5 (closed, flagship)",tight,6500,quality_median_bh,bh,lower is better,all 240 items (median per-item paired difference over all 240 items),240,55,,,,,14,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0857,0.796021,1,1,"SINGLE+G lower weighted tardiness on the 14 differing item(s) (8 lower for SINGLE+G, 6 lower for MULTI-G)",neither,10.0000,equivalence established,0,,equivalence established,equivalence established,equivalence established,6,9,12,12,True,True,True,True,,,,,0.000666667,,
SINGLE+G vs MULTI-G,opus,"Claude Opus 5 (closed, flagship)",tight,6500,quality_pseudomedian_bh,bh,lower is better,all 240 items (Hodges-Lehmann pseudomedian of the paired differences),240,55,,,,,14,,,0.0000,na,na,na,na,,,,,,na,na,na,na,na,-0.0857,0.796021,1,1,"SINGLE+G lower weighted tardiness on the 14 differing item(s) (8 lower for SINGLE+G, 6 lower for MULTI-G)",neither,10.0000,indeterminate,na,,indeterminate,indeterminate,indeterminate,6,9,12,12,True,True,True,True,,,,,0.000666667,,
SINGLE+G vs MULTI-G,opus,"Claude Opus 5 (closed, flagship)",tight,6500,quality_identical_share,%,descriptive,all 240 items; share with an identical end-task objective,240,55,,,,,14,,,94.1667,,,,,,,,,,,,,,,-0.0857,0.796021,1,1,"SINGLE+G lower weighted tardiness on the 14 differing item(s) (8 lower for SINGLE+G, 6 lower for MULTI-G)",,,,,,,,,6,9,12,12,,,,,,,,,0.000666667,,
SINGLE+G vs MULTI-G,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,false_block,pp,lower is better,the 96 matched benign twins,96,52,0,0,1,95,0,1.0417,1.0417,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7674,3.7674,-2.6839,2.6839,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,no difference (0 = 0),neither,5.0000,equivalence established,0,na,indeterminate,equivalence established,equivalence established,6,9,12,12,False,False,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,na,na
SINGLE+G vs MULTI-G,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,catch,pp,higher is better,the 96 labelled violations,96,52,1,0,2,93,1,3.1250,2.0833,1.0417,0.0000,3.1250,0.0000,3.1250,-2.6840,5.5655,-1.6860,4.4488,0.8121,0.0000,3.4483,0.0000,3.1579,0.3233,0.0104,1,1,1,SINGLE+G more often blocked correct,SINGLE+G,5.0000,equivalence established,0.0034,6.674e-05,indeterminate,equivalence established,equivalence established,6,9,12,12,False,False,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,na,na
SINGLE+G vs MULTI-G,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,passthrough,pp,lower is better,the 96 labelled violations,96,52,1,5,40,50,6,42.7083,46.8750,-4.1667,-9.3750,0.0000,-8.3333,0.0000,-8.9854,0.7185,-8.2342,-0.0518,0.8770,-9.0909,0.0000,-8.2474,0.0000,0.2841,-0.0417,0.21875,1,1,MULTI-G more often passed through,SINGLE+G,5.0000,indeterminate,0.4003,0.370235,indeterminate,indeterminate,equivalence established,6,9,12,12,True,False,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,na,na
SINGLE+G vs MULTI-G,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,quality_mean_bh,bh,lower is better,all 240 items (mean per-item paired difference in weighted business hours),240,55,,,,,14,,,-0.5307,-1.5579,0.2952,-1.3664,0.1806,,,,,,-1.5375,0.2991,-1.3552,0.1809,0.0204,-0.4000,0.199097,1,1,"SINGLE+G lower weighted tardiness on the 14 differing item(s) (10 lower for SINGLE+G, 4 lower for MULTI-G)",SINGLE+G,10.0000,equivalence established,0,,equivalence established,equivalence established,equivalence established,6,9,12,12,True,True,True,True,,,,,0.000666667,,
SINGLE+G vs MULTI-G,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,quality_median_bh,bh,lower is better,all 240 items (median per-item paired difference over all 240 items),240,55,,,,,14,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4000,0.199097,1,1,"SINGLE+G lower weighted tardiness on the 14 differing item(s) (10 lower for SINGLE+G, 4 lower for MULTI-G)",neither,10.0000,equivalence established,0,,equivalence established,equivalence established,equivalence established,6,9,12,12,True,True,True,True,,,,,0.000666667,,
SINGLE+G vs MULTI-G,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,quality_pseudomedian_bh,bh,lower is better,all 240 items (Hodges-Lehmann pseudomedian of the paired differences),240,55,,,,,14,,,0.0000,na,na,na,na,,,,,,na,na,na,na,na,-0.4000,0.199097,1,1,"SINGLE+G lower weighted tardiness on the 14 differing item(s) (10 lower for SINGLE+G, 4 lower for MULTI-G)",neither,10.0000,indeterminate,na,,indeterminate,indeterminate,indeterminate,6,9,12,12,True,True,True,True,,,,,0.000666667,,
SINGLE+G vs MULTI-G,qwen14b,"Qwen3-14B (open, local, BF16)",loose,18000,quality_identical_share,%,descriptive,all 240 items; share with an identical end-task objective,240,55,,,,,14,,,94.1667,,,,,,,,,,,,,,,-0.4000,0.199097,1,1,"SINGLE+G lower weighted tardiness on the 14 differing item(s) (10 lower for SINGLE+G, 4 lower for MULTI-G)",,,,,,,,,6,9,12,12,,,,,,,,,0.000666667,,
SINGLE+G vs MULTI-G,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,false_block,pp,lower is better,the 96 matched benign twins,96,52,0,2,3,91,2,3.1250,5.2083,-2.0833,-5.2083,0.0000,-5.2083,0.0000,-7.0950,1.8075,-5.9483,0.8663,0.7662,-5.2083,0.0000,-4.5872,0.0000,0.6212,-0.0208,0.5,1,1,MULTI-G more often blocked false,SINGLE+G,5.0000,indeterminate,0.0522,0.0227042,indeterminate,indeterminate,equivalence established,6,9,12,12,False,False,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,na,na
SINGLE+G vs MULTI-G,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,catch,pp,higher is better,the 96 labelled violations,96,52,3,10,5,78,13,8.3333,15.6250,-7.2917,-14.5833,0.0000,-13.5417,-1.0417,-15.2149,0.0751,-13.8186,-1.1833,0.3892,-14.4444,0.0000,-13.2653,-1.1236,0.2764,-0.0729,0.0922852,0.553711,1,MULTI-G more often blocked correct,MULTI-G,5.0000,indeterminate,0.75955,0.733198,indeterminate,indeterminate,indeterminate,6,9,12,12,True,True,True,True,8.1107,11.6441,15.0861,15.0861,0.000666667,10.6166,na
SINGLE+G vs MULTI-G,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,passthrough,pp,lower is better,the 96 labelled violations,96,52,3,1,45,47,4,50.0000,47.9167,2.0833,-2.0833,6.2500,-1.0417,5.2083,-1.9167,6.0511,-1.2905,5.4342,0.9175,-1.9608,6.4818,-1.0638,5.6818,0.4735,0.0208,0.625,1,1,SINGLE+G more often passed through,MULTI-G,5.0000,indeterminate,0.10075,0.0796619,indeterminate,indeterminate,equivalence established,6,9,12,12,False,False,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,na,na
SINGLE+G vs MULTI-G,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,quality_mean_bh,bh,lower is better,all 240 items (mean per-item paired difference in weighted business hours),240,55,,,,,1,,,-0.7396,-2.2188,0.0000,-2.2188,0.0000,,,,,,-2.4207,0.0000,-2.2280,0.0000,0.2020,-1.0000,1,1,1,"SINGLE+G lower weighted tardiness on the 1 differing item(s) (1 lower for SINGLE+G, 0 lower for MULTI-G)",SINGLE+G,10.0000,equivalence established,0,,equivalence established,equivalence established,equivalence established,6,9,12,12,False,False,False,False,,,,,0.000666667,,
SINGLE+G vs MULTI-G,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,quality_median_bh,bh,lower is better,all 240 items (median per-item paired difference over all 240 items),240,55,,,,,1,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0000,1,1,1,"SINGLE+G lower weighted tardiness on the 1 differing item(s) (1 lower for SINGLE+G, 0 lower for MULTI-G)",neither,10.0000,equivalence established,0,,equivalence established,equivalence established,equivalence established,6,9,12,12,False,False,False,False,,,,,0.000666667,,
SINGLE+G vs MULTI-G,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,quality_pseudomedian_bh,bh,lower is better,all 240 items (Hodges-Lehmann pseudomedian of the paired differences),240,55,,,,,1,,,0.0000,na,na,na,na,,,,,,na,na,na,na,na,-1.0000,1,1,1,"SINGLE+G lower weighted tardiness on the 1 differing item(s) (1 lower for SINGLE+G, 0 lower for MULTI-G)",neither,10.0000,indeterminate,na,,indeterminate,indeterminate,indeterminate,6,9,12,12,False,False,False,False,,,,,0.000666667,,
SINGLE+G vs MULTI-G,qwen27b,"Qwen3.6-27B-FP8 (open, local, quantized)",loose,14000,quality_identical_share,%,descriptive,all 240 items; share with an identical end-task objective,240,55,,,,,1,,,99.5833,,,,,,,,,,,,,,,-1.0000,1,1,1,"SINGLE+G lower weighted tardiness on the 1 differing item(s) (1 lower for SINGLE+G, 0 lower for MULTI-G)",,,,,,,,,6,9,12,12,,,,,,,,,0.000666667,,
SINGLE+G vs MULTI-G,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,false_block,pp,lower is better,the 96 matched benign twins,96,52,0,0,1,95,0,1.0417,1.0417,0.0000,0.0000,0.0000,0.0000,0.0000,-3.7674,3.7674,-2.6839,2.6839,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,no difference (0 = 0),neither,5.0000,equivalence established,0,na,indeterminate,equivalence established,equivalence established,6,9,12,12,False,False,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,na,na
SINGLE+G vs MULTI-G,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,catch,pp,higher is better,the 96 labelled violations,96,52,0,2,4,90,2,4.1667,6.2500,-2.0833,-5.2083,0.0000,-5.2083,0.0000,-6.9906,1.8095,-5.8698,0.8810,0.8076,-5.0000,0.0000,-4.3956,0.0000,0.8127,-0.0208,0.5,1,1,MULTI-G more often blocked correct,MULTI-G,5.0000,indeterminate,0.05275,0.0227042,indeterminate,indeterminate,equivalence established,6,9,12,12,False,False,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,na,na
SINGLE+G vs MULTI-G,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,passthrough,pp,lower is better,the 96 labelled violations,96,52,6,3,48,39,9,56.2500,53.1250,3.1250,-3.1250,9.3750,-2.0833,8.3333,-2.8942,9.0768,-1.9484,8.1504,0.8126,-2.0833,8.7912,-1.0870,7.7778,1.0417,0.0312,0.507812,1,1,SINGLE+G more often passed through,MULTI-G,5.0000,indeterminate,0.3032,0.273205,indeterminate,indeterminate,equivalence established,6,9,12,12,True,True,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,8.7137,na
SINGLE+G vs MULTI-G,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,quality_mean_bh,bh,lower is better,all 240 items (mean per-item paired difference in weighted business hours),240,55,,,,,6,,,-1.3886,-4.1087,-0.0063,-4.0573,-0.0115,,,,,,-4.4558,-0.0063,-4.0913,-0.0120,0.3471,-0.8095,0.09375,1,1,"SINGLE+G lower weighted tardiness on the 6 differing item(s) (5 lower for SINGLE+G, 1 lower for MULTI-G)",SINGLE+G,10.0000,equivalence established,5e-05,,equivalence established,equivalence established,equivalence established,6,9,12,12,True,False,False,False,,,,,0.000666667,,
SINGLE+G vs MULTI-G,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,quality_median_bh,bh,lower is better,all 240 items (median per-item paired difference over all 240 items),240,55,,,,,6,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8095,0.09375,1,1,"SINGLE+G lower weighted tardiness on the 6 differing item(s) (5 lower for SINGLE+G, 1 lower for MULTI-G)",neither,10.0000,equivalence established,0,,equivalence established,equivalence established,equivalence established,6,9,12,12,True,False,False,False,,,,,0.000666667,,
SINGLE+G vs MULTI-G,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,quality_pseudomedian_bh,bh,lower is better,all 240 items (Hodges-Lehmann pseudomedian of the paired differences),240,55,,,,,6,,,0.0000,na,na,na,na,,,,,,na,na,na,na,na,-0.8095,0.09375,1,1,"SINGLE+G lower weighted tardiness on the 6 differing item(s) (5 lower for SINGLE+G, 1 lower for MULTI-G)",neither,10.0000,indeterminate,na,,indeterminate,indeterminate,indeterminate,6,9,12,12,True,False,False,False,,,,,0.000666667,,
SINGLE+G vs MULTI-G,openai,"GPT-5.4-mini (closed, budget tier)",loose,18000,quality_identical_share,%,descriptive,all 240 items; share with an identical end-task objective,240,55,,,,,6,,,97.5000,,,,,,,,,,,,,,,-0.8095,0.09375,1,1,"SINGLE+G lower weighted tardiness on the 6 differing item(s) (5 lower for SINGLE+G, 1 lower for MULTI-G)",,,,,,,,,6,9,12,12,,,,,,,,,0.000666667,,
SINGLE+G vs MULTI-G,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,false_block,pp,lower is better,the 96 matched benign twins,96,52,0,0,0,96,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.8476,3.8476,-2.7410,2.7410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,no difference (0 = 0),neither,5.0000,equivalence established,0,na,indeterminate,equivalence established,equivalence established,6,9,12,12,False,False,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,na,na
SINGLE+G vs MULTI-G,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,catch,pp,higher is better,the 96 labelled violations,96,52,4,0,0,92,4,4.1667,0.0000,4.1667,1.0417,8.3333,1.0417,7.2917,-0.4407,10.2282,0.5997,8.9618,0.0000,0.9615,8.6022,1.0526,7.7778,0.4861,0.0417,0.125,0.625,1,SINGLE+G more often blocked correct,SINGLE+G,5.0000,indeterminate,0.37185,0.341415,indeterminate,indeterminate,equivalence established,6,9,12,12,False,False,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,na,na
SINGLE+G vs MULTI-G,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,passthrough,pp,lower is better,the 96 labelled violations,96,52,5,12,18,61,17,23.9583,31.2500,-7.2917,-15.6250,1.0417,-14.5833,0.0000,-15.5867,1.0346,-14.2526,-0.3108,0.5693,-16.0920,1.1494,-14.7059,0.0000,0.4670,-0.0729,0.143463,0.875,1,MULTI-G more often passed through,SINGLE+G,5.0000,indeterminate,0.72635,0.706013,indeterminate,indeterminate,indeterminate,6,9,12,12,True,True,True,True,8.1107,11.6441,15.0861,15.0861,0.000666667,12.2124,16.6894
SINGLE+G vs MULTI-G,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,quality_mean_bh,bh,lower is better,all 240 items (mean per-item paired difference in weighted business hours),240,55,,,,,9,,,0.1922,-0.2744,0.7215,-0.2145,0.6238,,,,,,-0.2807,0.7036,-0.2141,0.6130,0.0179,0.3333,0.425781,1,1,"MULTI-G lower weighted tardiness on the 9 differing item(s) (4 lower for SINGLE+G, 5 lower for MULTI-G)",MULTI-G,10.0000,equivalence established,0,,equivalence established,equivalence established,equivalence established,6,9,12,12,True,True,False,False,,,,,0.000666667,,
SINGLE+G vs MULTI-G,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,quality_median_bh,bh,lower is better,all 240 items (median per-item paired difference over all 240 items),240,55,,,,,9,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.425781,1,1,"MULTI-G lower weighted tardiness on the 9 differing item(s) (4 lower for SINGLE+G, 5 lower for MULTI-G)",neither,10.0000,equivalence established,0,,equivalence established,equivalence established,equivalence established,6,9,12,12,True,True,False,False,,,,,0.000666667,,
SINGLE+G vs MULTI-G,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,quality_pseudomedian_bh,bh,lower is better,all 240 items (Hodges-Lehmann pseudomedian of the paired differences),240,55,,,,,9,,,0.0000,na,na,na,na,,,,,,na,na,na,na,na,0.3333,0.425781,1,1,"MULTI-G lower weighted tardiness on the 9 differing item(s) (4 lower for SINGLE+G, 5 lower for MULTI-G)",neither,10.0000,indeterminate,na,,indeterminate,indeterminate,indeterminate,6,9,12,12,True,True,False,False,,,,,0.000666667,,
SINGLE+G vs MULTI-G,deepseek,"DeepSeek V4-Pro (open weights, hosted)",loose,20000,quality_identical_share,%,descriptive,all 240 items; share with an identical end-task objective,240,55,,,,,9,,,96.2500,,,,,,,,,,,,,,,0.3333,0.425781,1,1,"MULTI-G lower weighted tardiness on the 9 differing item(s) (4 lower for SINGLE+G, 5 lower for MULTI-G)",,,,,,,,,6,9,12,12,,,,,,,,,0.000666667,,
SINGLE+G vs MULTI-G,sonnet,Claude Sonnet 5 (closed),loose,24000,false_block,pp,lower is better,the 96 matched benign twins,96,52,0,0,0,96,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.8476,3.8476,-2.7410,2.7410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,no difference (0 = 0),neither,5.0000,equivalence established,0,na,indeterminate,equivalence established,equivalence established,6,9,12,12,False,False,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,na,na
SINGLE+G vs MULTI-G,sonnet,Claude Sonnet 5 (closed),loose,24000,catch,pp,higher is better,the 96 labelled violations,96,52,0,2,2,92,2,2.0833,4.1667,-2.0833,-5.2083,0.0000,-5.2083,0.0000,-7.2035,1.7905,-6.0323,0.8363,0.6995,-5.4348,0.0000,-4.7619,0.0000,0.4464,-0.0208,0.5,1,1,MULTI-G more often blocked correct,MULTI-G,5.0000,indeterminate,0.053,0.0227042,indeterminate,indeterminate,equivalence established,6,9,12,12,False,False,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,na,na
SINGLE+G vs MULTI-G,sonnet,Claude Sonnet 5 (closed),loose,24000,passthrough,pp,lower is better,the 96 labelled violations,96,52,5,5,39,47,10,45.8333,45.8333,0.0000,-6.2500,6.2500,-5.2083,5.2083,-6.3389,6.3389,-5.3483,5.3483,0.7902,-5.8142,5.8140,-4.9020,4.8544,0.4360,0.0000,1,1,1,no difference (5 = 5),neither,5.0000,indeterminate,0.07715,0.0645207,indeterminate,indeterminate,equivalence established,6,9,12,12,True,True,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,9.2077,na
SINGLE+G vs MULTI-G,sonnet,Claude Sonnet 5 (closed),loose,24000,quality_mean_bh,bh,lower is better,all 240 items (mean per-item paired difference in weighted business hours),240,55,,,,,6,,,-0.1795,-0.5315,0.0009,-0.5184,-0.0011,,,,,,-0.5449,-0.0026,-0.5029,-0.0032,0.0155,-0.7143,0.15625,1,1,"SINGLE+G lower weighted tardiness on the 6 differing item(s) (4 lower for SINGLE+G, 2 lower for MULTI-G)",SINGLE+G,10.0000,equivalence established,0,,equivalence established,equivalence established,equivalence established,6,9,12,12,True,False,False,False,,,,,0.000666667,,
SINGLE+G vs MULTI-G,sonnet,Claude Sonnet 5 (closed),loose,24000,quality_median_bh,bh,lower is better,all 240 items (median per-item paired difference over all 240 items),240,55,,,,,6,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7143,0.15625,1,1,"SINGLE+G lower weighted tardiness on the 6 differing item(s) (4 lower for SINGLE+G, 2 lower for MULTI-G)",neither,10.0000,equivalence established,0,,equivalence established,equivalence established,equivalence established,6,9,12,12,True,False,False,False,,,,,0.000666667,,
SINGLE+G vs MULTI-G,sonnet,Claude Sonnet 5 (closed),loose,24000,quality_pseudomedian_bh,bh,lower is better,all 240 items (Hodges-Lehmann pseudomedian of the paired differences),240,55,,,,,6,,,0.0000,na,na,na,na,,,,,,na,na,na,na,na,-0.7143,0.15625,1,1,"SINGLE+G lower weighted tardiness on the 6 differing item(s) (4 lower for SINGLE+G, 2 lower for MULTI-G)",neither,10.0000,indeterminate,na,,indeterminate,indeterminate,indeterminate,6,9,12,12,True,False,False,False,,,,,0.000666667,,
SINGLE+G vs MULTI-G,sonnet,Claude Sonnet 5 (closed),loose,24000,quality_identical_share,%,descriptive,all 240 items; share with an identical end-task objective,240,55,,,,,6,,,97.5000,,,,,,,,,,,,,,,-0.7143,0.15625,1,1,"SINGLE+G lower weighted tardiness on the 6 differing item(s) (4 lower for SINGLE+G, 2 lower for MULTI-G)",,,,,,,,,6,9,12,12,,,,,,,,,0.000666667,,
SINGLE+G vs MULTI-G,opus,"Claude Opus 5 (closed, flagship)",loose,26000,false_block,pp,lower is better,the 96 matched benign twins,96,52,0,1,0,95,1,0.0000,1.0417,-1.0417,-3.1250,0.0000,-3.1250,0.0000,-5.6666,2.9003,-4.5345,1.8162,0.0000,-3.4483,0.0000,-3.1579,0.0000,0.3233,-0.0104,1,1,1,MULTI-G more often blocked false,SINGLE+G,5.0000,equivalence established,0.0027,6.674e-05,indeterminate,equivalence established,equivalence established,6,9,12,12,False,False,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,na,na
SINGLE+G vs MULTI-G,opus,"Claude Opus 5 (closed, flagship)",loose,26000,catch,pp,higher is better,the 96 labelled violations,96,52,0,1,0,95,1,0.0000,1.0417,-1.0417,-3.1250,0.0000,-3.1250,0.0000,-5.6666,2.9003,-4.5345,1.8162,0.0000,-3.4483,0.0000,-3.1579,0.0000,0.3233,-0.0104,1,1,1,MULTI-G more often blocked correct,MULTI-G,5.0000,equivalence established,0.0032,6.674e-05,indeterminate,equivalence established,equivalence established,6,9,12,12,False,False,False,False,8.1107,11.6441,15.0861,15.0861,0.000666667,na,na
